length(cm),weight(g)
33.7,573.1
32.2,495.2
33.1,555.5
34.5,608.8
32.7,491.2
32.7,509.5
37.9,756.3
32.4,474.8
35.2,650.9
33.2,527.2
36.9,796.7
36.2,729.2
33.7,528.5
36.8,782.9
36.6,729.8
36.1,733.3
33,545.8
36,751.8
31.9,513.8
33.2,568.5
33.5,565.1
30.6,305.1
29.9,377.9
28.5,298.2
29.6,369.4
28.1,336.8
31,470.7
29.5,378.5
30.3,381.8
29,345.2
29.5,356.3
30,361.1
29.8,376.6
30.1,370.9
30.3,376.6
29.6,335.5
29.5,373.5
30,384
30,362.1
28.8,349.9
29.4,336.8
29.1,348.3
30.2,375.3
30,370.7
29.6,387.3
29.9,368.9
31.9,425.3
29.9,409.5
29.9,377.7
30.4,385.9
30.3,381.4
36.5,747.4
37,894.7
34.3,749.1
37.5,875.4
36.1,779.2
34.6,654.2
34.8,677.8
34.5,670.4
34.8,729.1
35.8,713.9
33.9,648.2
34.2,636.2
34.1,737.8
35,629.8
34.3,671.4
38.1,821.5
34.3,631.5
33.7,608.2
35.2,714.6
35,645.2
34.5,605.7
33.7,614.9
38.3,938.5
34.7,708.8
33.3,601.5
34.7,656.8
34.2,674.3
35.8,730.7
33.5,601.3
35.2,670.9
32.9,576.1
33,569.3
32.8,547.8
33,538.3
32.5,566
32.8,584.7
31.6,458.5
32.6,494.7
32.8,523.9
32.3,481.6
32.2,495.3
32.1,505.8
33.2,544.1
31.5,440.3
33.4,570.8
32.2,513.5
33.3,565.4
33.4,586.8
32,515
32.7,537.1
32.4,490.8
32.6,477.9
33.6,608.5
32.9,558.6
31.2,443.6
32.2,510.3
30.7,474.6
32.2,514.6
31.9,490
31.8,476.7
30.1,408.1
30.7,400
30.2,401.2
30.5,405.8
29.4,361.6
31.6,428.6
29.5,394.2
31,448.8
30.3,386.3
29.4,350.4
25.6,234.4
29.9,301.5
28.7,345.2
30.6,397.9
29.4,380
30.7,441.3
31,426.4
29.8,398.3
29.6,360.9
28.9,357.7
29.3,347.7
28,304
29.3,366.1
34.8,381.5
31.7,427.4
29,333
29.7,366.8
29.8,383.8
30.7,430
31.5,422.1
34.7,598.8
34.2,584.5
35.4,617.9
35.9,642.4
36.5,688.2
34.8,602.2
37.8,767.1
34.6,646.7
35.3,666.5
34.5,664
35.6,709.5
35.1,689
35.1,629.7
34.4,621.3
34.2,600.6
36.7,700
35.5,653
34.3,590
36.1,666.9
35.6,641.5
34.9,583
35,641.7
35.3,646
35.9,681.1
34.8,587
35.5,619
35.8,758.6
35,580.7
34,610.6
34.6,617.5
33.4,526.6
33.5,507.3
33,449.8
32.2,501.6
33.4,560.7
33.4,553.8
33.2,528.7
32.5,461.4
32.9,526.6
31.1,417.2
34,536
32.9,465.8
31.7,457.9
31.8,424
32.9,461.3
33.6,555.4
33.9,499.4
33.4,474.7
31.3,408.5
31.7,441.8
31.3,442.8
34.6,564.8
34.1,545.4
32.1,435.9
32,439.1
32.1,414.3
31.36,424.4
34,573.6
31.5,467.3
31.9,460.2
31.1,419.8
31.1,439.2
30.2,359.4
30.4,351.9
31.4,419.7
33.5,468
31,394.4
33.1,450
30.6,406.7
31.1,386.5
31.5,453.1
30.8,387.2
32.4,417.3
30.6,402.2
32.9,426.9
32.5,450
30.2,332.8
30.6,391.7
31.7,459.7
32.4,507.2
31.8,453.2
30.1,396.8
29.9,365.8
31.9,461.4
31,405.2
29,328.7
32,407.8
32.9,491.5
32,448.6
30.7,393.2
36,715.6
35.5,708.2
35.5,611.2
35.2,618.6
35.5,656.8
35,645.9
36.1,696.3
35,587.7
34.5,602.9
33.2,515.1
35.1,651
36.5,777.2
35.2,622.7
35.6,665.2
33.8,572.2
36.2,735.7
34.1,584.7
34.3,564.1
36,635.7
35.6,672.3
31.7,445.7
34.2,583.9
34.9,618.5
31.9,472.6
31,385.3
31.6,438.5
34.6,541.4
33.8,494.6
31.5,414.4
30.6,370
29.6,344.2
30.6,418.1
31.4,408.6
32.8,488.7
33.7,525.7
31.3,393.7
31.6,405.2
30.1,383.8
31.6,401.1
32.6,481.5
27,246.9
27.5,263.8
26.8,268
27.3,274.1
27.7,264.1
28,263.8
27.3,277.2
27.4,282.1
27.1,241.3
26.2,224.8
27.1,276.9
26.8,259.4
27.6,257.3
28,291.9
25.5,226
28.9,294
27.7,283.4
27.4,251.6
26.8,250.5
27.7,283
36.7,688.3
35.2,642.5
35,561.4
34.1,533.3
35.8,638.8
35.6,651.4
35.8,640.1
37,812.8
36.4,743.8
37.5,800.8
35,619.2
35.8,581.4
34.6,600.7
35.2,621.2
35.1,602.6
35.5,603.7
36.8,647.3
35.6,579.2
35.2,671.7
34.8,635.7
35,575.8
34.6,537.4
34.7,557.1
36.2,652.5
37.9,774.9
35.1,606.3
35.9,662.6
34,565.5
35.2,589.9
35.3,565.9
33.8,524
34.2,576
33.9,549.9
36.7,732.6
35.3,592
34.1,526.8
32.8,524.3
35.4,521.3
33.6,548.8
35.5,617.8
33.7,539.4
34.6,522.6
33.3,497.1
32.7,462
33.3,485.6
33.6,523.7
34.3,505.2
34.6,504.8
32.4,422.8
34.1,564.2
36,571.7
33.1,483.5
35.5,670.2
35.3,637.9
35.1,583.3
36.9,747.9
34.4,597.7
34.1,569
35.2,608.8
34.4,557.8
36,668.4
36.1,744.1
35.2,629.5
37.6,781.3
34.4,582.8
35.1,644.5
37.1,755.1
35.2,724.1
35.7,662.4
37.1,765
36.9,734.8
34.6,600.2
36.1,687.9
34.5,613.7
36.2,664.9
34.8,609.6
35.2,657.7
36.6,644.9
35.2,664.9
35.2,633.2
35.6,687.5
34.5,578
35.2,620.7
33.2,517.8
36.7,666.2
33.7,604.6
34.6,592.1
31.9,442.1
32.7,478.4
34.5,590.7
35.2,631.3
33.1,522.7
34.3,555.3
34,586.4
34.6,535.7
35,546.8
34.9,609.5
35.7,595
34.4,523.3
32.2,495.1
28.8,330.5
30,357.7
30.7,405.1
31,430.8
29.4,359.3
29.5,330.7
27.9,286.4
29.6,369.2
31.2,423.2
29.3,339.7
31.2,389.8
29.6,323.4
31.2,435.8
27.9,284.7
29.5,345.3
29.6,351.3
30.2,348.9
29.5,375
29.8,358.5
29,330.4
36.1,767
35.3,649.3
36,746.9
36,737.4
34.7,602.9
36.6,713.7
36.5,675.5
38.5,802.8
38.8,828.9
36.3,760
40.1,986.7
36.5,752.8
36.8,723.7
36,701.1
35.4,662.9
36.7,745.9
36.1,671.3
35.3,699.7
35.4,679.6
35.6,700.2
37.4,700
36.5,749.8
34.1,603.3
34.8,645.9
36.5,767.4
36.3,765.9
31.8,555.2
35.8,651.9
34.4,640.6
36.7,651.2
35.9,637.2
35.1,623.7
35.2,621.1
38.8,878
36.6,692.7
36.2,727.5
35.3,668.6
35.6,706.7
38.7,830.1
36.7,789.7
36.4,641.6
34.8,668.3
35.7,673.9
36,707.4
36.4,696.8
36.7,725.3
34.2,574.6
36.1,657.1
35.9,599.8
32.8,545.7
34.6,545.2
34.4,552.9
33.1,547.7
32.4,489.1
35.1,577.8
31.9,430.9
34.7,578.3
35.4,637.7
35,585.2
33.6,524.4
34.2,532.9
34.6,557.1
34,558.8
35.4,637.5
33.2,535.1
33.9,564.8
34.8,643.7
34.8,604.8
35.4,612.4
33.6,505.9
34.2,563.7
32.8,492.7
29.4,326
28.8,308.6
28.4,280.4
26.1,207
28.1,259.4
28.5,293.5
28.5,285.8
28,274.3
27.5,250.1
27.8,249.4
27,238.1
28.3,287.7
28.7,322
27.2,257.9
27.4,265.8
26.4,222
27.8,277.2
26.8,232
28.2,276.8
29.1,289.8
27.3,249.6
26.8,229.8
28.6,321.1
28.9,279.8
28,289.7
27.5,276.2
29.6,324.9
28.7,294.5
29.5,332.4
25.1,195.9
34.8,599.7
34.9,603.2
35.6,612.3
34.6,602.6
38.4,819.5
34.9,612.3
35.5,623
35.4,568.6
35.5,589.5
35.1,640.2
35.5,608.8
34.8,561.7
34.1,513.4
37.2,668.7
35.5,618.7
33.7,556.3
35.8,595.1
34.5,519.3
33.2,512.2
34.6,608.8
36.6,761.5
35.8,596.7
35.5,643.2
35.8,650.7
35,586.6
34.6,596.1
34.1,525.6
35.4,600
34.4,572.9
34.6,625.9
35.3,568.4
34,497.6
35.9,568.1
34.9,555.2
34.4,582.5
34.8,552.9
33.9,528.5
34.6,540.7
34.8,580.1
33,469.3
34.4,573.4
33.9,512.9
34.6,538.3
33.7,530.4
33.4,537.1
34.6,576.3
34.8,555.5
35.1,555.3
33.6,487.2
34.1,580.8
33.1,445.1
34.2,498.7
35.3,599.8
35.8,615.1
33.9,533.9
34.7,572.3
33.3,490
33.7,512.3
34.9,564.5
32.9,542.8
26.4,220.5
26.4,211.9
27.3,250.1
28.2,265.8
28,272.9
26.5,225.1
26.5,222.4
28.3,268.5
28.1,266.3
25.6,198.4
25.6,198.2
25.8,220
28.5,283.4
26,208.2
29,281.9
25.7,196.4
28.8,277.3
26.2,205.9
26.7,227.4
26,209.1
28.9,313.7
25.8,212.9
25.4,181.3
25.6,198.6
27.8,256.1
24.9,196.1
27.6,251.1
26.6,223.9
25.2,181.3
26.8,232.9
35,569.2
35.3,539.8
35.9,601.1
34.8,567.8
35.3,603.4
34.3,555.5
34.7,542
34.8,552.3
34,510.1
35.2,580.1
35.8,606.7
34.7,561.5
33.5,478.8
33.9,508
34.8,537.9
34.7,522.7
34.3,535
34.1,536.8
33.8,516.4
31.3,644.7
35.8,589.2
34.8,618.7
35.3,610.3
36.2,625.1
35.3,566.2
34.8,519.4
34,507.5
34.2,542.1
35.9,579.1
35.4,540.5
33.5,468.2
31.6,425.6
32.5,433.5
32.9,430.9
32.9,447.8
32,406.1
32.8,447.6
31.4,392.1
35.5,403.1
32.6,413.6
32.9,458.4
33,449.9
31.3,404.2
32.8,419.6
32.1,434.1
32,398
32.7,457.8
32.8,439
30.3,356.4
32.8,439.4
32.1,414.9
32.6,453
31,346.9
32.2,416.6
30.8,370
31.6,415.2
32.4,426.8
31.8,392.6
30.7,364.3
33,426
29.3,308.7
30.1,343.3
28.1,262.8
31.6,359.9
26.9,238.6
26.8,213.3
30,339.7
30.3,321.1
28.2,282
31,383
27.3,249.7
26.8,220.1
27.4,234
28.8,287.4
29.8,318.3
26.1,212.2
26.9,237.8
29.5,296.9
30.1,335.5
30.8,364.9
30.2,336.7
27.2,246.6
26.8,202.7
26.6,220.6
27.3,243.7
26.7,217
25,173
29.1,308.1
27.6,262.6
25.6,182.7
36.2,671.7
35.4,583.5
36.2,613.4
34.1,500
36.5,686.8
34.7,551
34.9,546.8
37.5,780.6
36.9,730.3
36.9,640.6
35,541.4
35.2,522.2
36.3,601
38.7,804.7
34.3,549.7
34.4,533
34.9,555.2
34.7,616.9
33.3,486.4
35.3,529.7
34,502.7
33.6,473.1
33.2,449.2
33.8,477.2
34.1,517.6
32.6,464.2
33.1,482.9
34.2,548
34,475
32.6,483.7
31.1,400.1
31,375.9
31.5,413
30.8,384.5
30.3,350.4
31.2,364.3
32.3,431.5
31.7,426.6
30.8,384.6
30.7,400.8
30.8,376.9
33,438.8
31.3,403.7
32.8,451.6
31.5,410.3
30.5,384.7
29.9,312.1
31.5,406.4
30.9,344.3
30.4,368.9
30.8,370.7
32.2,412.4
31.2,402.4
32.2,438.8
31.4,428
28.8,292.1
31,404.5
30.4,350
29.4,330.5
30.2,354.7
26.4,187
26.2,211
28.1,254
27,223.3
26.2,180.8
27.3,254.2
28,270.9
26.4,208.8
27.6,248.8
26.5,221.6
26.5,212.1
27.8,238.3
27.6,254.3
26.2,190.5
27.5,226.4
28.3,272.5
26.7,222.3
26.6,215
28,220.8
27.5,255.2
26.7,245.9
27.3,235.4
27.5,244.2
27,225.1
26,188.5
27.4,241.9
29.4,299.1
27.3,225.3
26.2,197.5
27.5,256.5
36.7,738.7
34.6,613.2
37,733.6
36.1,684.7
36,681.1
36,697
36.8,627.8
36.3,744
36,752.9
36.47,745.4
37.6,752.3
36.5,726
38.3,754.9
36.7,761.8
37.6,674.2
37.4,676.7
36.7,803.1
38.5,792
39.6,858.3
37,679.7
37.5,813.7
37.2,716.4
37,720
37,671.3
38,749.1
36.8,748.5
36,737.4
35.8,691.2
37.6,740.5
37.3,785.4
32.8,503.3
32.8,521.3
33,503.3
33.3,507.5
32.6,492.8
32.6,503.4
33,466.5
31.5,438.2
31.9,408.5
33.2,531
32.7,482.5
33.1,533.4
33,475.3
33.6,466.3
33.4,473.2
34,526.5
34.2,545.4
33.5,518.9
31.5,383.7
33.2,556.2
32.9,518.7
31.6,484.7
34.5,563.2
32,419.7
30.3,374.8
30.5,398.1
30.4,344.2
30.7,398.4
30.9,372.4
30.9,367.7
29.2,325.6
29.5,287.8
29.1,319.2
29,319.8
29.4,323.3
28.5,309.3
30.5,403.4
29.7,350.4
28.6,307.2
27.4,265.2
29.6,309.6
29.8,349.8
29.6,328.7
29.3,335.2
27,242.3
29.5,344
30.3,359.6
28.1,281.1
30.1,358.4
28.2,259.9
28.7,332.7
29,296.7
28.9,315.4
30,381.9
31.1,417.2
29.5,345.5
32.5,478.1
29.9,354.8
29.7,339.8
27.4,261
37.8,711.6
37.9,788.5
36.2,705.3
37.7,721.9
37.1,766.1
33.4,578
37.5,778
35.8,669.1
36.7,810.5
37.5,753
34.4,609.9
34.6,584.5
37.9,876.9
36.5,696.3
36.6,764.8
37.4,761.9
35.8,732.9
37.3,724.1
36.3,680.2
39.2,953.4
38.2,738.2
39,896.9
37.7,761.4
36.7,783
35.2,689.9
34.4,588.7
36.3,704.1
37,808.6
36.7,768.8
36.4,742.7
32,453.1
30.2,362.4
32.7,473.9
32.7,540
33.5,524.2
33.1,523.5
31.8,468.5
30.6,368.3
30.7,444
31.6,489.4
32,419.1
32.5,500.3
33,529.3
32,452.8
33,500.6
30.6,427.8
30.6,411.1
32.8,456
32.6,475.4
30.3,371.7
32.7,469.3
33.4,522.5
33.2,544.8
33.3,525.1
32.7,489.3
33.2,527.2
32.9,524.9
32.4,455.3
33,471.1
32.7,490
29.1,336.8
29.7,342.4
29,301
29.2,304.5
29.1,322.7
27.7,286.2
28.8,298.2
29.6,336.4
28.6,310.2
28,275.1
28.1,299.8
29.7,344.8
29.5,345.9
31.1,414.3
31.1,434.7
29.3,333.3
31,404.9
30.5,401.6
29.3,361.1
27.9,263.2
29.6,329.5
28.8,312.9
29.4,354.2
26.6,220.6
29.5,314.9
29.9,343.2
31,412.1
28.1,304.1
30.1,384.8
29.3,311.5
36,713
34.9,660.3
34.8,607.2
32.7,496.3
38.7,731.9
32.8,521.2
34.3,679.3
36.9,862.1
38.2,844.7
34.4,575.3
34,589.1
33,503.7
35.3,625.6
36.4,721.1
36.8,733.7
35.3,666.2
37,781.1
37.8,746.1
34.2,572.1
34.3,615.4
34.2,627.6
35.2,665.5
35,607.1
34.3,588.3
33,547.3
35.4,682.7
37,745.2
37.6,700.2
34.4,588.2
35.3,610.2
36.7,682.5
36.3,662.5
34.8,638.2
32.9,504.5
32.7,480.4
29.7,403.8
31.9,429.6
34.1,632.5
31.2,464.4
30.6,460.2
33,519.4
30.1,406.4
32.4,482.5
32.2,475.1
33.4,495.1
31.4,450.1
30.4,408.8
30.6,450.3
30.9,441.9
30.8,447.1
32,450.7
32.1,478.5
30.9,462.8
31.4,441.1
31.4,524
30.4,428.2
32.6,478.5
29.9,380.9
31.6,453
30.8,438.4
24.2,168.7
25.6,211.2
21.4,119.2
22.4,125.7
22.6,182.3
23.2,143.8
25.7,214.4
26,215.7
22,127.6
26.2,208.5
23,157.7
23.1,152.4
23.2,148
25.7,199.5
22.3,123.6
26.5,251.2
23.3,159.2
22.7,142.9
25.9,235
22.4,135.2
25.8,219.5
24.7,199.9
21.9,134.3
24.7,200.1
27.1,232.5
26.2,229.7
23.5,159.7
22.5,129.7
23,153.6
23.2,153.6
35.4,657.7
34.9,599.8
33.2,545.9
34.5,654.2
33.7,561.5
32.7,500.9
34,594.8
34.7,609.8
33,548.9
33.4,549
32.4,510.8
32.5,539.3
34,565.7
33,555.5
33.6,573.8
33.7,544.4
33.6,554.9
32.6,535.4
34.7,632.1
32.2,477.9
32,493.7
34.8,591.9
34.8,630.3
33,532.3
33.6,559.4
32.5,504.8
33.7,582.8
32.5,493.9
32.4,532.9
32.4,518.3
32.2,499.9
31.2,460.2
31.7,479.7
32.2,461.5
33.2,512.3
31.9,478.7
32.7,534.4
31.8,482.9
32.8,537.9
32,492.1
32.5,460.3
31.3,465.8
30.2,448.3
33,540
32,507.5
32.3,474
32.4,517.3
32.3,486
33,509.8
31.9,478.6
31.9,457.2
33.1,481.2
32.8,470.8
30.1,398.9
34,520.2
31.6,470.2
32,491.3
32.5,514.8
31.5,448.8
31.8,432.3
28.9,357.2
27.5,270.2
26.1,220.8
27.5,289.9
27.9,285.9
28.5,335.2
29.4,348.7
27.9,272.9
27,236.5
27.8,298.8
28.4,315.1
27.4,245.6
28.7,306.8
26.5,240.6
29.6,362.1
28.8,331.5
27.7,279.6
28.1,282
29,324.6
29,316.9
30,351.7
28.7,333.9
28.8,327.2
28.3,302.4
30.1,381
28.5,316
29.4,359
28.3,298
29.1,342.2
26.5,242.2
35.4,675
35.8,662.4
35,600.2
33.5,606.6
33.8,540.8
34,585.5
34.2,553
36.7,709.7
33.2,564
35.7,683.7
33.7,601.6
34.1,556.2
34,587.7
33.9,573.7
36.3,684.2
34.6,569
33.8,573.3
33.7,559.4
35.9,655.4
34.1,576.5
34.3,585
34.9,614.4
33.4,549.6
34.5,623.6
34.4,575.8
34.5,615.6
33.4,546.2
32.2,508.6
34,587.2
35.2,602.8
32.2,518.2
33.1,565.2
31.3,475.7
33.3,517.1
32.3,485.6
32.7,500.7
31.5,472.4
32.2,500.1
30.6,454.1
32.7,498.3
32.4,490.3
32.8,519
33,556
32.7,491.3
32.5,494.5
32.2,468.2
33.3,526
33.3,508.1
32.5,487.7
33.5,512.1
32.4,458.7
32.9,505.9
32,448.1
32.3,502.4
31.8,468.4
33.3,497
33.1,512.8
32.7,471.7
31.2,462.9
31.3,472
30.3,418.3
31.5,447.5
31.3,433.7
32,446.4
33.2,512.7
32.2,485.7
31.5,436.3
31.7,491.6
31.9,495.4
33.1,469.5
30.6,444.4
32.1,486.9
32,456.2
32.7,488.8
30.5,434.1
31.2,450.3
30.5,435.9
32,502.2
30.4,444.2
29.7,413.3
30.5,426.1
30.5,457.9
29.8,423.9
31.7,447.8
30.4,405.8
31.2,441
29.3,334.3
31.7,421.1
31.8,413.7
29.6,379.5
33.5,551.7
33.8,536.3
36.5,673.1
34.5,592.7
38.3,818.1
34,559.7
35.2,664.9
35.4,616
36.2,692.8
37.5,713.4
34.2,583.1
34.6,547.8
33.5,568.8
33.2,466.5
35.4,596.9
34.4,593.2
33.7,558
33.6,536.2
33.6,512.4
32.7,480.9
33.6,553.3
33.5,517.7
35.3,683.3
35.1,596.1
33,505.1
32.7,521.5
35.3,591.8
34.5,610.3
32.9,501.7
34.5,621.7
31,409.6
30.3,356.9
30,364.6
31,423.6
31.8,406.3
31.8,453.4
32.1,394.9
29.7,341.2
31.2,380.6
31,398.7
29.6,361.9
28.8,315.9
30.1,364.9
31.8,419.9
29,287.7
31.5,397.8
32,413.3
31.6,374.8
31.8,432.3
30.5,342.5
31.5,394.6
31.4,424.1
29.5,336.3
30.8,374.9
28.1,323.6
29.8,412.2
31.4,438.9
30.3,367.7
29.8,343.7
29.9,326.6
22.8,144.2
26,236.1
21.1,110.7
25.5,201
24.2,173.7
21.7,123.8
23.1,155.7
20.4,93.6
23.8,134.4
20.7,102.5
25.1,183.1
27.9,269.5
23.9,164.4
27.1,252.9
25.1,138.5
28.7,291.3
21.9,125
26.3,207.7
29,312.4
24.7,183.5
23.2,149.8
25.9,209.4
23.4,138.4
25.1,193.3
23.4,150.6
26.8,249.8
21.9,124.4
24.5,159.8
24,150.8
23.3,139.4
38.3,755.5
34.8,614.2
33.9,601.6
32.2,469.2
36.4,685.7
34.6,588.9
33.6,522.5
34.1,530.1
32.6,462.9
33.3,535.9
34.1,515.1
35.6,633.3
36,699.9
34,558.2
34.8,610.2
33.5,547.1
34.6,577.8
34,535.9
34,521.7
34.6,622.8
34.4,610.4
32.6,486.7
33.2,509.7
35.6,609.5
34.5,556.8
33.3,482.3
33.3,504.3
34.8,567.4
34,545.2
34.3,532.8
32.9,476.1
32.8,486.8
32,477.7
32.2,476.7
32.2,480.9
30.9,391
31.4,438.3
29.2,364.8
30.7,460.8
31,408.9
29.8,342.6
32.9,532.5
32.3,419.1
32.5,474.3
31.8,434.5
31.5,439.5
31.5,449.7
31.5,427.4
31.3,414.3
32.2,422.2
30.5,374.4
32.7,456.6
32,469.3
31.5,388.6
33.8,484.2
30,338.5
30.3,372.6
32.3,449.3
30.1,347.9
32.3,505.9
27.7,294.1
26.6,235.7
25.3,208.1
25.9,241.6
25.5,228
26.7,236.8
27.2,263.6
24.9,202.7
26.9,242.4
27.2,255.9
28.1,309.3
28.6,311.2
24.5,198.6
25.6,210.7
27.2,260.1
25.7,223
26.6,235.1
26,218.2
28.2,278.1
26.3,217
27.8,268.8
25.2,210.2
25.1,205.9
24.9,218.2
25.6,208.5
25.9,203.2
24.9,204.7
25.7,232.6
26.5,234.9
26.6,249.7
33.5,519.8
33.7,514.6
30.9,481.5
32,428.3
32.5,528.5
32,495.3
32.3,497.8
31.7,517.3
31.7,536.7
34.2,592.1
32.5,521.1
31.3,476.4
33.4,549.9
32.8,570.2
32.8,532.3
32.6,513.4
32,537.3
33.1,525.2
32.4,525.1
32.3,503.9
33.2,569.9
31.8,505.1
31.8,492.1
34.4,559.1
33.1,606.7
32.6,503
32.1,514.1
31.5,488.3
31.8,505.4
32.8,531.6
31.6,482.1
32.7,490.2
31.8,420.6
31,423.9
31.9,476.5
31.5,498.7
30.6,445.3
31.7,457.8
31.6,446.6
32.4,469.9
30.2,462.3
32.3,541.6
31.9,515.9
31.7,429.89
31.7,422.4
29.4,415.1
31.1,436.8
30.9,402
30.8,394.2
32.2,508.1
31.1,463.3
31.1,461.4
33,494.6
31.1,404.2
31.5,469.9
30.6,475.7
31.2,464.8
32.2,484.2
31.3,477.9
32.2,447.7
26.3,228.9
25.1,190.5
24.7,181.6
26,201.2
25.1,195.1
24.8,178.9
25.6,207.1
25.6,197
25.6,205.5
26.8,246.5
24.2,186.4
24.2,180.4
25.2,203.9
25.9,215.2
25.4,193.2
25.7,214.5
24.8,180.4
24.2,175.9
25.3,190.7
25.6,216.2
24,167.7
24.6,180.6
24.6,189.8
25.6,215.3
24.3,179
25.3,189.8
25,205.2
25.3,203.4
25.7,218.2
26.5,223.1
34,529.7
33.8,529.3
34.5,574.6
33.7,638
34.7,606.1
32.9,508.8
34.5,584.3
34,529.3
34.6,515.4
32.7,497.7
35.1,597
34.6,604.1
34.1,541.7
33,488.1
34.2,613.7
32.3,565.3
33.4,499.5
35.3,610.3
33.4,512.3
35.4,582
32.5,503
32.1,463.4
32.4,494.1
34.7,582.7
35.8,646.3
32.7,501.5
32.6,493.4
34.1,548.3
34,490.2
35,556.1
27.6,261.2
29.5,317.1
27.5,249.6
28.8,265.8
27.4,243.1
28.6,302.4
29.2,306
28.3,299.8
26,215.5
29.3,301.4
27.8,261.6
29,283.5
31,358.3
28.6,262.2
26.8,252.3
31,372.5
28.5,281.1
28.5,267.6
31.5,399.5
27.6,272.7
28.5,281.8
29.5,283.7
28,258.1
27.9,272.4
28.6,284.8
28.6,303.2
26.6,237.4
29.3,322.3
29.8,318.4
28.5,250.5
24.6,168.5
28.3,252.4
26.9,220
27.5,212.5
28.6,270.6
25.1,179.2
26.2,212.9
27.4,218.4
25.8,185.4
25.4,132.1
25.7,180
27.1,229.1
26.7,208
25.4,181.5
26.3,209.2
25.2,180.8
28.4,247.2
24.6,156.3
24.4,171.8
26.4,218
24.1,149.1
25.8,183.8
26.2,192.1
24.3,155.6
23.9,140.5
25.4,190.2
25.2,190.6
24.2,148.5
25.5,170.5
25.4,166.3
34,572.9
32.7,535.4
33.1,522.7
36.5,645
36.4,666.6
32.9,509.3
33.5,558.3
33,507.4
35.1,577.7
33.4,502.7
36,680.8
33.6,510
32.2,487.5
32.9,523.7
35,586.7
31.5,481.4
34.1,547.2
36,615.9
34.1,530
34.1,542.8
34.8,567.2
36.7,700.5
34.2,550.2
33.8,544.4
34.2,546.8
33.5,558.8
33.5,494.9
34.4,557.8
35.6,603.5
34,498.1
33.6,484.6
33.1,445
30.7,397.4
31,406.5
31.6,450.2
34.3,495.7
33.2,463.7
30.4,402.1
30.2,335.1
32.1,462.3
33.3,476.1
30.5,368.1
29.7,371.1
30.9,401.6
33.5,488.4
32.1,480.3
32.2,434.4
33.5,472.2
31.6,384.6
33.5,483.7
32.2,456.3
31.9,472.8
32.4,452.6
31.2,434.5
32.3,464.1
32.8,422.1
32.9,452.7
32.9,454.7
31.9,462.4
32.2,460.4
28,260.2
27.5,246.2
26.2,237.2
28.1,273.4
28.9,267.1
29.3,286.2
26.9,245.2
28.3,272.8
28.1,273.5
28.1,318.8
27.9,261.9
27.9,260.5
27.3,260.4
27.6,254.1
28.1,289
27.4,246
27.7,259.1
27.3,234.8
27,255.1
26,219.6
27.8,282
27.6,258.8
27.7,240.5
27.9,264.7
28.8,293.3
28.5,298.7
27.2,234.7
29.4,300
27,278.7
27.5,270.9
30.5,339
32.2,419
33.2,467.5
31.7,402.6
30.9,416.2
31,391.7
33,456
34.4,488
33.4,451
32.1,434
31.5,396.7
30.6,376.1
34.2,485.7
30.6,369.5
30.2,352.4
32.9,456.9
31.9,451.4
33.6,497.4
31.1,408
31.9,391.5
31.2,393
34,468
31.2,363.2
32.5,428.9
31.2,408.6
30.9,395.2
32.2,382
33.4,517
31.6,409.1
31.7,376.3
34.8,516
33.7,528.5
35.3,605.7
33,489.2
33.5,536.6
34.7,538.5
34.1,518.3
33.6,485.8
32.3,449.7
33.4,557.5
33.6,535.4
33.1,438.1
33.3,535.1
35.1,606.1
33.8,573.2
34.1,526.4
34.8,549.2
33,481.5
34.8,620.1
32.8,445.4
32.6,525.9
33.7,532.8
35.6,541.4
32,461.4
33.1,452.4
35.8,629.4
31.7,475
33.4,469.8
33.1,482.5
34.1,587.9
29.4,303.1
30.9,363.4
30.2,359.9
29,291.4
30.8,355.5
29.8,297.3
29.4,316.3
28.3,251.9
29.9,305.2
29,294
28.9,266.6
29,297.7
29.5,311.7
28.8,298.5
29,288.8
27.5,276.8
31.2,360.1
28.2,284.5
27.9,271.9
31,376.8
29.3,299.2
30,341.1
27.7,256.5
30.1,330.7
29.2,305
32.4,410.2
30.1,331.5
30.7,355.6
29.7,301.1
30.5,394
25.5,182.1
27.6,235.9
25.8,180.2
25.9,195.4
28.4,257.1
25.5,187.6
26.1,216
26.8,207.5
25.3,185.3
26.1,208
24.7,159.1
26.1,211.2
24.4,152.3
25.9,200.7
26.7,234.6
26.5,211.6
26.9,238.9
26,202.3
26,210.9
27.9,224.1
25.2,174.9
27.9,236
26.6,224.7
26,215.4
26.3,212
26.5,207.5
26.8,223.7
26.9,209.4
26.9,234.9
26.8,214.1
34.3,498.9
35.7,567.2
34.5,485
34.2,494.8
34,468.4
34.1,482.6
32.1,429
32.2,450.9
35.8,503.5
34.8,506.5
34.2,474.9
34.8,526.7
35.5,515.5
33.8,469.2
34.3,566.6
34.7,477.7
34.2,501.7
33.5,460.3
35.6,520
35.7,575.6
33,496.3
34.2,598.2
34.2,469.7
34.6,469.6
37.2,653.7
35.3,510.5
35.2,491.3
35.4,499.2
33.1,436.3
34.3,481.8
34.1,422.3
34.1,442.5
32.1,394.9
30.6,328.6
32,391.2
33,418.9
31.2,375.7
31.2,351.7
29.8,306.3
30.1,324.7
30.7,333.6
30.2,378.8
32.2,386.2
31,348.4
